Author_name,#Followers,Author Following,Account Created,Verified,Location,Text,Length,likes,Language,Retweets,Time
Ramesh54015229,160,299,2021-01-25 13:08:25,False,,"RT @sm_anna358: @Suriya_offl sir and 
@amazonIN @PrimeVideoIN @PrimeVideo all team ko dil se thank you very much eatni achi movies bana ne…","[0, 139]",0,en,2,2021-04-18 13:02:00
_AshmeetSingh,656,2159,2010-06-22 16:10:26,False,,"RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 13:01:05
dhruv_toshniwal,700,210,2019-04-29 14:14:01,False,"Mumbai, India",@_StartupEvents @arcatronindia @amazonIN Congratulations! You are doing phenomenal work @ganeshunwired,"[41, 102]",2,en,1,2021-04-18 13:00:00
rajrandhawa1,111,826,2013-10-29 09:55:23,False,,@kapsology @Aam_Nationalist @amazonIN People can try it from https://t.co/CeN0Ps4mMU . They are selling pack of 20 in 840/- . Quality is also good.,"[38, 147]",0,en,0,2021-04-18 12:59:03
Desi_inginear1,98,252,2020-01-29 11:41:42,False,NCR,"RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 12:58:07
Anujvarma0203,11,148,2018-05-11 14:30:15,False,"Mumbai, India",@AmazonHelp @amazonIN @ICICIBank It's more than 5 days,"[33, 54]",0,en,0,2021-04-18 12:57:42
Bhawdeep,33,69,2010-03-11 06:56:43,False,"New Delhi, India",@AmazonHelp @amazonIN No resolution was provided. Still waiting for correct order and pick up of wrong order.,"[12, 109]",0,en,0,2021-04-18 12:57:25
Anujvarma0203,11,148,2018-05-11 14:30:15,False,"Mumbai, India",@AmazonHelp @amazonIN @ICICIBank After giving issue highlighted since no resolution no worst service,"[33, 100]",0,en,0,2021-04-18 12:57:15
I_Rahul29,3500,496,2017-04-24 06:01:11,False,"India, Jodhpur ( Rajasthan )",RT @PrakashJavdekar: #AmazonSmbhav,"[0, 34]",0,und,28,2021-04-18 12:57:15
ksrao1961,28,251,2013-09-16 16:20:20,False,Vishakapatnam,@amazonIN are you selling durakea products online,"[0, 49]",0,en,0,2021-04-18 12:56:32
iam__jay___,3,29,2020-09-18 12:08:36,False,"Palghar, India","@rchanakyapillai @amazonIN @crossword_book @JaicoBooksIN @ChanakyaLtd This is the first book which I have started to take reading as hobby. Still some pages are left yet it's Inspiring.

Thanks for such lovely writing.","[70, 218]",0,en,0,2021-04-18 12:56:22
Sreerag_Offl,200,163,2019-12-15 17:20:49,False,Malappuram,"RT @sm_anna358: @Suriya_offl sir and 
@amazonIN @PrimeVideoIN @PrimeVideo all team ko dil se thank you very much eatni achi movies bana ne…","[0, 139]",0,en,2,2021-04-18 12:56:04
Amit_meshram000,137,989,2012-09-05 02:42:34,False,Sweden,"RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 12:56:02
suhail_454,135,1424,2014-05-26 01:39:46,False,,"@kapsology @amazonIN Its not only the masks, oximeters price also went up almost by 50% in the past week. https://t.co/vYdFImuMA1","[21, 105]",1,en,0,2021-04-18 12:55:36
akash_halankar,209,543,2009-11-09 09:41:57,False,"Mumbai, India",@amazonIN can you please stop showing me ads currently when you can't deliver? Your happy customer. https://t.co/yFVOQOlXL2,"[0, 99]",0,en,0,2021-04-18 12:54:59
realHarkeerat,211,532,2021-03-09 03:48:11,False,,Such a great initiative by the government to introduce 6500 electric buses in 65 cities. The news is very stirring and inspiring! @PMOIndia @minmsme @DIPPGOI #Atmanirbharbharat #AmazonSmbhav @amazonIN https://t.co/XhXmkC1Gnj,"[0, 200]",0,en,0,2021-04-18 12:54:56
ksrao1961,28,251,2013-09-16 16:20:20,False,Vishakapatnam,@BiotechKea @amazonIN @IITHyderabad @narendramodi @PMOIndia @DrRPNishank @JGiri2014 Why can't sale direct on line,"[84, 113]",0,en,0,2021-04-18 12:54:44
zombieontherun,184,213,2009-03-05 13:15:30,False,,"RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 12:54:37
Lousy_Lawyer,356,331,2012-09-15 04:11:58,False,India,"RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 12:54:02
hiteshlinux,9,57,2009-09-08 22:09:55,False,"New York, USA","@amazonIN Day by Day customer service is getting poor. My order 404-2009772-6593911 is pending from many days but no one is helping. I have bought refrigerator on emi, bank is charging money but amazon hasn't dispatched yet. Next time I ll avoid to order on this platform.","[0, 272]",0,en,0,2021-04-18 12:53:49
MIB_India,1299662,84,2012-11-02 06:26:58,True,"New Delhi, India",RT @PrakashJavdekar: #AmazonSmbhav,"[0, 34]",0,und,28,2021-04-18 12:53:46
RupamGu84845725,812,1292,2021-03-15 07:59:06,False,,"@AmitAgarwal @pavanniranjan4 @anandmahindra @Maheshsbabu @sohinder_gill It was great to listen to industry leaders @anandmahindra
@Maheshsbabu @sohinder_gill addressing @amazonIN's commitment towards the electrification of its last-mile delivery fleet.  #AmazonSmbhav @MahindraElctrc @Hero_Electric #Atmanirbharbharat @AmitAgarwal","[72, 330]",0,en,0,2021-04-18 12:53:27
Pankaj73585161,214,395,2021-03-21 02:42:46,False,"Dehradun, India",RT @PrakashJavdekar: #AmazonSmbhav,"[0, 34]",0,und,28,2021-04-18 12:53:24
TerajitS,1562,5001,2014-10-26 17:00:24,False,World-wide,"RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 12:53:12
misbahularfin,73,380,2010-02-12 13:22:02,False,india,"RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 12:53:10
RajaM70129080,937,1001,2019-01-15 06:25:40,False,"Nagercoil,Kanyakumari","RT @sm_anna358: Thanks @Suriya_offl &amp; @amazonIN @PrimeVideoIN @PrimeVideo for hindi dubbed for best movies, 
Such movies have not been made…","[0, 144]",0,en,8,2021-04-18 12:52:17
ghosh_rajiv,13,94,2013-10-23 15:37:12,False,Kolkata,"HEY @Uber_India, @amazonIN, @myntra, @dominos_india and @MyNykaa Y U NO @getsimpl  #KeepItSimpl","[0, 95]",0,en,0,2021-04-18 12:52:16
FOBBalasore,202,412,2020-07-08 15:08:29,False,Balasore ,RT @PrakashJavdekar: #AmazonSmbhav https://t.co/sOE2NeeGPN,"[0, 58]",0,und,28,2021-04-18 12:52:14
lalafekubaba,4384,4992,2013-05-01 20:03:54,False,India मेरी जान,"RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 12:52:09
LokeshM04564039,3,30,2021-03-21 14:11:09,False,,@amazonIN @pranavbhasin Mera ye oder missing hai https://t.co/m4AMsUUcSH,"[24, 48]",0,da,0,2021-04-18 12:52:05
Thelostboi123,34,617,2018-12-26 14:55:58,False,"New Delhi, India","RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 12:51:27
RihanKh52857074,2,24,2021-03-23 20:23:32,False,,"RT @amazonIN: As @pranavbhasin said in his closing note, thank you for joining us at #AmazonSmbhav. We hope these 4 power packed days of le…","[0, 140]",0,en,5,2021-04-18 12:51:25
RupamGu84845725,812,1292,2021-03-15 07:59:06,False,,"@AmitAgarwal @pavanniranjan4 @anandmahindra @Maheshsbabu @sohinder_gill Glad to hear industry players @amazonIN, @MahindraElctrc, 
@Hero_Electric &amp; EVage on collaborating one step towards #ClimatePledge @sohinder_gill @anandmahindra, @Maheshsbabu #AmazonSmbhav #Atmanirbharbharat @amazonIN @AmitAgarwal","[72, 306]",0,en,0,2021-04-18 12:51:21
aristavault,586,39,2018-02-19 08:12:08,False,Delhi,"We have a better solution for you to stay safe in this covid-19. 
NABL certified UV-C sanitization Shuddhi basket to fight this pandemic. 
Stay safe ! Stay clean !
Order now : https://t.co/HQuGsqByuF
@stpiindia @electropreneur @GoI_MeitY @iesaonline @amazonIN
#aristavault #safe https://t.co/7e0KGFXoyM","[0, 278]",7,en,2,2021-04-18 12:51:17
uranium238___,137,163,2018-05-23 12:42:19,False,BLD(U) Office Antigua ,"RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 12:51:08
indianstudent66,5,29,2017-11-17 08:47:06,False,,"wrong information. 

What a nonsense is going on within your company...i don't know but send my newly placed order within today itself or else I will not accept it and also not cancel my order.
@amazonIN @amazon @AmazonHelp @AmazonNews_IN","[0, 238]",0,en,0,2021-04-18 12:51:08
Harmony_act,183,296,2019-12-15 16:31:31,False,"London, England","RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 12:51:03
Sojusuriya,1579,3542,2019-10-08 00:49:02,False,,"RT @sm_anna358: Thanks @Suriya_offl &amp; @amazonIN @PrimeVideoIN @PrimeVideo for hindi dubbed for best movies, 
Such movies have not been made…","[0, 144]",0,en,8,2021-04-18 12:51:01
javed_Hussain9,294,1758,2014-03-14 07:33:25,False,"Pune, Maharashtra","RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 12:50:56
Asif_DrMed,7216,3877,2012-03-03 10:19:16,False,,"RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 12:50:54
abhishekbadoni0,34,1307,2019-01-25 10:21:46,False,,@kapsology @amazonIN @kapsology @srinivasiyc @rohini_sgh @sakshijoshii @vinodkapri Can anyone please recommend any lab for hrct test in Ghaziabad noida,"[21, 151]",0,en,0,2021-04-18 12:50:42
ank_21may,224,801,2018-03-13 16:28:05,False,,"RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 12:50:38
Ramesh54015229,160,299,2021-01-25 13:08:25,False,,"RT @sm_anna358: Thanks @Suriya_offl &amp; @amazonIN @PrimeVideoIN @PrimeVideo for hindi dubbed for best movies, 
Such movies have not been made…","[0, 144]",0,en,8,2021-04-18 12:50:20
Raman1294,302,3084,2017-12-03 11:04:37,False,"New Delhi, India","RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 12:50:14
Manpree88225906,1,78,2021-04-18 11:47:59,False,,"RT @amazonIN: As @pranavbhasin said in his closing note, thank you for joining us at #AmazonSmbhav. We hope these 4 power packed days of le…","[0, 140]",0,en,5,2021-04-18 12:49:46
deepakm1089,62,241,2015-08-04 07:59:31,False,,"RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 12:49:28
Joffreybvn,204,21,2020-08-17 12:01:44,False,Belgium,RT @amazonIN: Warmest congratulations to all winners of the #AmazonSmbhav Hackathon for using their technical prowess to create solutions t…,"[0, 140]",0,en,13,2021-04-18 12:49:15
vrj02,394,709,2012-05-20 16:29:32,False,"Jaipur, India","RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 12:49:12
sunnymehra609,539,709,2018-06-29 05:34:51,False,Delhi,RT @HarishKhuranna: @kapsology @theparvezsultan @amazonIN Brother what I saw is pack of 4 likha . Waise u r right . Some people r taking ad…,"[0, 140]",0,en,1,2021-04-18 12:49:03
Rick_Rjd_,2856,2928,2016-09-04 09:22:59,False,"Mumbai, India","RT @sm_anna358: Thanks @Suriya_offl &amp; @amazonIN @PrimeVideoIN @PrimeVideo for hindi dubbed for best movies, 
Such movies have not been made…","[0, 144]",0,en,8,2021-04-18 12:48:57
drsureshshah,534,557,2009-12-02 17:40:09,False,India,@kapsology @amazonIN New Package New Price https://t.co/uV2XmhB4B1,"[21, 42]",0,en,0,2021-04-18 12:48:47
ashutoshhh11,98,823,2011-06-05 09:47:04,False,"Dwarka, India",RT @amazonIN: Heartfelt congratulations to all winners for their stellar performance in the Entrepreneurship Challenge at #AmazonSmbhav! Yo…,"[0, 140]",0,en,10,2021-04-18 12:48:31
Hones8Liar,835,471,2012-05-29 05:51:31,False,,"RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 12:48:22
athavan_01,3404,2160,2019-10-24 14:29:35,False,🇺🇸,"RT @sm_anna358: Thanks @Suriya_offl &amp; @amazonIN @PrimeVideoIN @PrimeVideo for hindi dubbed for best movies, 
Such movies have not been made…","[0, 144]",0,en,8,2021-04-18 12:48:17
AcharyaManas5,72,265,2020-10-10 05:23:38,False,"Bhuj,Gujarat","@TheMuditsharma @IqooInd @amazonIN ""Forward thinking "" 🤭","[35, 56]",5,en,0,2021-04-18 12:47:56
tank_aditya,12,84,2015-11-24 14:57:12,False,,@IqooInd @amazonIN #IQOO7series https://t.co/BKHWWtvp3C,"[0, 31]",0,und,0,2021-04-18 12:47:35
Eegalitarianism,80,621,2018-08-26 05:03:49,False,"Bengaluru South, India",@amazonIN @PrakashJavdekar With all the grandiosity that make in India was started and aatmaaNirbarbharat.... We in India are still not able to provide oxygen supply to it's population...and this... Shame,"[27, 204]",0,en,0,2021-04-18 12:47:17
aniljothomas,10611,8359,2009-06-27 06:25:21,False,Earth,"RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 12:47:17
kapsology,158809,1300,2009-12-10 10:17:43,True,Delhi ,@street_figtr @amazonIN It is,"[24, 29]",1,en,0,2021-04-18 12:47:02
kapsology,158809,1300,2009-12-10 10:17:43,True,Delhi ,@naveen_jyotimau @amazonIN @XiaomiIndia Buy only N95 mask,"[40, 57]",1,en,0,2021-04-18 12:46:45
GulabSingh9891,244,264,2020-06-27 14:36:00,False,"New Delhi, India",RT @amazonIN: Warmest congratulations to all winners of the #AmazonSmbhav Hackathon for using their technical prowess to create solutions t…,"[0, 140]",0,en,13,2021-04-18 12:46:31
GulabSingh9891,244,264,2020-06-27 14:36:00,False,"New Delhi, India","RT @amazonIN: As @pranavbhasin said in his closing note, thank you for joining us at #AmazonSmbhav. We hope these 4 power packed days of le…","[0, 140]",0,en,5,2021-04-18 12:46:29
Rehan_LaLa_,29,11,2020-04-20 09:47:44,False,Kota|Jaipur|Indore,@kapsology @amazonIN Fir kya kare Boycott amazon trend kare kya???,"[21, 66]",0,tl,0,2021-04-18 12:46:29
Akram53101413,83,220,2019-02-18 16:50:12,False,"Okha Port, India",RT @amazonIN: Heartfelt congratulations to all winners for their stellar performance in the Entrepreneurship Challenge at #AmazonSmbhav! Yo…,"[0, 140]",0,en,10,2021-04-18 12:46:21
Rajaiah_SSMB,280,203,2012-05-25 10:06:53,False,"Chennai, India","RT @amazonIN: As @pranavbhasin said in his closing note, thank you for joining us at #AmazonSmbhav. We hope these 4 power packed days of le…","[0, 140]",0,en,5,2021-04-18 12:46:19
BalaKri50923228,0,34,2021-03-06 10:19:32,False,,@SAMIRSA51616166 @IqooInd @amazonIN Price of iqoo 7,"[36, 51]",0,en,0,2021-04-18 12:46:15
GulabSingh9891,244,264,2020-06-27 14:36:00,False,"New Delhi, India",RT @amazonIN: Heartfelt congratulations to all winners for their stellar performance in the Entrepreneurship Challenge at #AmazonSmbhav! Yo…,"[0, 140]",0,en,10,2021-04-18 12:46:15
SohamGu53340147,0,0,2021-04-13 11:26:02,False,,@IqooInd @amazonIN https://t.co/wR4GIFvhMd,"[0, 18]",0,und,0,2021-04-18 12:46:14
Rajaiah_SSMB,280,203,2012-05-25 10:06:53,False,"Chennai, India",RT @amazonIN: Heartfelt congratulations to all winners for their stellar performance in the Entrepreneurship Challenge at #AmazonSmbhav! Yo…,"[0, 140]",0,en,10,2021-04-18 12:46:11
Akram53101413,83,220,2019-02-18 16:50:12,False,"Okha Port, India","RT @amazonIN: As @pranavbhasin said in his closing note, thank you for joining us at #AmazonSmbhav. We hope these 4 power packed days of le…","[0, 140]",0,en,5,2021-04-18 12:46:00
Rajaiah_SSMB,280,203,2012-05-25 10:06:53,False,"Chennai, India",RT @amazonIN: Warmest congratulations to all winners of the #AmazonSmbhav Hackathon for using their technical prowess to create solutions t…,"[0, 140]",0,en,13,2021-04-18 12:45:59
Najrul143,177,259,2014-08-03 07:30:09,False,ASSAM INDIA,"RT @IqooInd: Experience super-charged performance and power with 66W FlashCharge.⚡

With FULL charge in 30 mins on the new #iQOO7, there’s…","[0, 139]",0,en,66,2021-04-18 12:45:57
Akram53101413,83,220,2019-02-18 16:50:12,False,"Okha Port, India",RT @amazonIN: Warmest congratulations to all winners of the #AmazonSmbhav Hackathon for using their technical prowess to create solutions t…,"[0, 140]",0,en,13,2021-04-18 12:45:43
PrashantDhingr5,74,1010,2015-04-15 22:52:16,False,"New Delhi, India","RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 12:45:41
amazonIN,2066593,70,2013-03-20 10:40:49,True,India,"As @pranavbhasin said in his closing note, thank you for joining us at #AmazonSmbhav. We hope these 4 power packed days of learning &amp; networking, accelerated your journey in unlocking infinite possibilities for a Digital India. Thank you for showing us that sab kuch #SmbhavHai https://t.co/ar8sLiWcxX","[0, 281]",80,en,5,2021-04-18 12:45:37
akhil25i,303,1093,2020-05-31 07:52:30,False,,@kapsology @amazonIN Aise hi top richest me nahi aata @JeffBezos,"[21, 64]",0,et,0,2021-04-18 12:45:32
dhimanaman124,16,200,2015-06-15 13:53:34,False,New delhi,"RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 12:45:15
akhil25i,303,1093,2020-05-31 07:52:30,False,,"RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 12:45:02
TruthStays,2472,412,2010-09-30 10:37:58,False,,"RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 12:44:46
lRN3HBY2eXndvaU,3,15,2020-08-22 07:36:32,False,,"RT @Satyagarzna: Is #BharatEMarket an alternative for @amazonIN, @Flipkart and like apps?👇🏻
https://t.co/uOIyc6E8Iv","[0, 115]",0,en,62,2021-04-18 12:44:46
Shauryavardhan5,479,744,2014-02-22 11:23:18,False,"Mathura up,shivpuri mp","RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 12:43:48
Ozeog1,17,486,2021-03-05 22:58:13,False,,@kapsology @Aam_Nationalist @amazonIN The whole tragedy is an opportunity for a huge section of society...The poor people deaths instilling fear in everyone and the opportunity is growing bigger and bigger.,"[38, 206]",0,en,0,2021-04-18 12:43:32
Suqraat47,70,779,2017-07-14 17:41:56,False,India,"RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,2021-04-18 12:43:17
error40Noname,5,13,2020-05-19 11:08:45,False,,"Got every answer right
@amazonIN @OnePlus_IN #amazonmobileinsider #OnePlus9Series https://t.co/SC9JMxsLXj","[0, 81]",0,en,0,2021-04-18 12:42:35
